_id,sectionsTitle,date,lessonsTitle,type,totalQuestionsInQuiz,duration,totalPointsInAssignment,url
63e73219194b224e94e5962a,Files,2023-02-11,Modules And Import Statements,video,,904.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63e73219194b224e94e5962a
63e7b4f1194b220eaee5abe5,Files,2023-02-11,Files quiz,quiz,11.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63e7b4f1194b220eaee5abe5
63e8ee44194b22d5d9e5b43a,Exception Handling,2023-02-12,Exceptions Handling With Try-Except,video,,992.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63e8ee44194b22d5d9e5b43a
63e8ee88194b22cbf8e5b443,Exception Handling,2023-02-12,Custom Exception Handling,video,,658.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63e8ee88194b22cbf8e5b443
63e8efb9194b222028e5b470,Exception Handling,2023-02-12,Exception Handling Assignment,assignment,,,60.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63e8efb9194b222028e5b470
63e90f67194b220e8fe5b53a,Exception Handling,2023-02-12,Exception Handling quiz,quiz,6.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63e90f67194b220e8fe5b53a
63ea36cd194b223f0ae5d246,Exception Handling,2023-02-13,List Of General Use Exceptions,video,,985.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63ea36cd194b223f0ae5d246
63ea36e3194b223664e5d24f,Exception Handling,2023-02-13,Best Practice Exception Handling,video,,715.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63ea36e3194b223664e5d24f
63ea4db2194b22e782e5d2e5,Exception Handling,2023-02-13,Exception Handling Assignment,assignment,,,60.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63ea4db2194b22e782e5d2e5
63ea5376194b2263f7e5d39d,Exception Handling,2023-02-13,Exception Handling quiz,quiz,6.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63ea5376194b2263f7e5d39d
63eb8cbf194b2213a3e5f4ee,Multithreading,2023-02-14,Multithreading,video,,2431.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63eb8cbf194b2213a3e5f4ee
63eb8c81194b2202b3e5f4e6,Multithreading,2023-02-14,Multithreading Assignment,assignment,,,50.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63eb8c81194b2202b3e5f4e6
63eb9a79194b225c77e5f536,Multithreading,2023-02-14,Multithreading quiz,quiz,6.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63eb9a79194b225c77e5f536
63ecdda6194b227e2ae60d36,Memory Management,2023-02-15,Multiprocessing,video,,2280.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63ecdda6194b227e2ae60d36
63ece79b194b228862e60dc6,Memory Management,2023-02-15,Memory Management quiz,quiz,6.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63ece79b194b228862e60dc6
63ee34feff4766383bdc22c8,Database,2023-02-16,Working with SQL,video,,3016.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63ee34feff4766383bdc22c8
63ee35fcff476649d2dc22e4,Database,2023-02-16,Mysql Assignment,assignment,,,50.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63ee35fcff476649d2dc22e4
63ee3b09ff47662563dc23ad,Database,2023-02-16,Database quiz,quiz,10.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63ee3b09ff47662563dc23ad
63ef8452ff4766650ddc4e5d,Database,2023-02-17,Working with MongoDB,video,,2759.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63ef8452ff4766650ddc4e5d
63ef8480ff47661d95dc4e6d,Database,2023-02-17,MondoDB Assignment,assignment,,,50.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63ef8480ff47661d95dc4e6d
63ef87bfff47667bf6dc4ed8,Database,2023-02-17,Database quiz,quiz,10.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63ef87bfff47667bf6dc4ed8
63f0e20fff476684e6dc655b,Web API,2023-02-18,What Is Web Api?,video,,757.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63f0e20fff476684e6dc655b
63f0e236ff4766b3addc6563,Web API,2023-02-18,Difference B/W Api And Web Api,video,,369.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63f0e236ff4766b3addc6563
63f0e260ff476611c3dc656b,Web API,2023-02-18,Rest And Soap Architecture,video,,446.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63f0e260ff476611c3dc656b
63f0e279ff476623a3dc6573,Web API,2023-02-18,Restful Services,video,,654.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63f0e279ff476623a3dc6573
63f0e2b1ff4766e7fedc6579,Web API,2023-02-18,API Assignment,assignment,,,50.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63f0e2b1ff4766e7fedc6579
63f0e698ff4766b511dc661b,Web API,2023-02-18,Web API quiz,quiz,10.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63f0e698ff4766b511dc661b
63f22ad2ff47661c1cdc9c8d,Flask,2023-02-19,"Flask Introduction, Application, Open Link Flask, App Routing Flask & Url Building Flask",video,,2386.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63f22ad2ff47661c1cdc9c8d
63f22aedff47663c05dc9c93,Flask,2023-02-19,Flask Assignment-1,assignment,,,50.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63f22aedff47663c05dc9c93
63f23a1bff47667f71dc9d57,Flask,2023-02-19,Flask quiz,quiz,7.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63f23a1bff47667f71dc9d57
63f38293ff4766150edccffb,Flask,2023-02-20,Git,video,,722.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63f38293ff4766150edccffb
63f382b6ff47663ddedcd013,Flask,2023-02-20,"Flask Http Methods, Templates, Project & Postman",video,,2856.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63f382b6ff47663ddedcd013
63f382caff4766027cdcd023,Flask,2023-02-20,Flask Assignment-2,assignment,,,50.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63f382caff4766027cdcd023
63f38dccff4766bde1dcd111,Flask,2023-02-20,Flask quiz,quiz,5.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63f38dccff4766bde1dcd111
63f4d4fbff4766b565dcf845,Python Project :- Web Scrapping,2023-02-21,Web Scrapping Introduction,video,,3166.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63f4d4fbff4766b565dcf845
63f4d588ff47665499dcf852,Python Project :- Web Scrapping,2023-02-21,"Integration With Rest API, Web Portal And MongoDB",video,,2078.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63f4d588ff47665499dcf852
63f4d5d2ff47667a08dcf85e,Python Project :- Web Scrapping,2023-02-21,Deployment On Web Portal On AWS Cloud,video,,1428.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63f4d5d2ff47667a08dcf85e
63f4d71fff4766bf11dcf870,Python Project :- Web Scrapping,2023-02-21,Web Scraping Assignment,assignment,,,100.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63f4d71fff4766bf11dcf870
63f61cd6a9d3a251fdb4376e,Python Project : - Image Scrapper,2023-02-22,Image Scrapper,video,,1729.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63f61cd6a9d3a251fdb4376e
63f61d1da9d3a218b9b43776,Python Project : - Image Scrapper,2023-02-22,Deployment in Azure,video,,567.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63f61d1da9d3a218b9b43776
63f61f42a9d3a2d0a6b43795,Python Project : - Image Scrapper,2023-02-22,Image Scrapper Assignment,assignment,,,1000.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63f61f42a9d3a2d0a6b43795
63f7658fa9d3a2059eb45787,Pandas Basic,2023-02-23,Pandas Basic,video,,2118.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63f7658fa9d3a2059eb45787
63f765f6a9d3a216e1b457a2,Pandas Basic,2023-02-23,Pandas Basic Assignment,assignment,,,70.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63f765f6a9d3a216e1b457a2
63f771b6a9d3a2026eb45887,Pandas Basic,2023-02-23,Pandas Basic quiz,quiz,5.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63f771b6a9d3a2026eb45887
63f8c73f182c6778174b7bb5,Pandas Advance,2023-02-24,Pandas Advance,video,,3236.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63f8c73f182c6778174b7bb5
63f8c786182c675a6c4b7bbb,Pandas Advance,2023-02-24,Pandas Assignment,assignment,,,100.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63f8c786182c675a6c4b7bbb
63f8d170182c6729f54b7c80,Pandas Advance,2023-02-24,Pandas Advance quiz,quiz,11.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63f8d170182c6729f54b7c80
63fa15c9182c6757d14b90d5,Pandas Advance,2023-02-25,Pandas Part 3,video,,948.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63fa15c9182c6757d14b90d5
63fa15eb182c67f36e4b90dd,Pandas Advance,2023-02-25,Pandas Part 4,video,,3504.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63fa15eb182c67f36e4b90dd
63fa160f182c675d934b90e9,Pandas Advance,2023-02-25,Pandas Part 5,video,,4072.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63fa160f182c675d934b90e9
63fa1682182c67aa884b90ef,Pandas Advance,2023-02-25,Pandas Assignment,assignment,,,100.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63fa1682182c67aa884b90ef
63fa2330182c6727c14b9189,Pandas Advance,2023-02-25,Pandas Advance quiz,quiz,8.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63fa2330182c6727c14b9189
63fb5dfb182c67ca984b9a99,Numpy,2023-02-26,Numpy Part-1,video,,4308.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63fb5dfb182c67ca984b9a99
63fb5e0f182c67c5f84b9a9f,Numpy,2023-02-26,Numpy part-2,video,,1220.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63fb5e0f182c67c5f84b9a9f
63fb5e2d182c674c454b9aa8,Numpy,2023-02-26,Numpy part-3,video,,692.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63fb5e2d182c674c454b9aa8
63fb7e48182c67a2a64b9b0a,Numpy,2023-02-26,Numpy Assignment,assignment,,,100.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63fb7e48182c67a2a64b9b0a
63fce096182c6709784bbb21,Numpy,2023-02-26,Numpy quiz,quiz,16.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/63fce096182c6709784bbb21
64009f5d182c6746f04c0782,Visualization,2023-03-02,Matplotlib,video,,2609.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/64009f5d182c6746f04c0782
64009ea1182c6794d24c077a,Visualization,2023-03-02,Matplotlib Assignment,assignment,,,50.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/64009ea1182c6794d24c077a
6400b65c182c6756464c097c,Visualization,2023-03-02,Visualization quiz,quiz,8.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6400b65c182c6756464c097c
6400cb07182c67910a4c0a47,Python Practice Questions,,Python Practice  Set 1,sectionResource,,,,https://drive.google.com/file/d/1L_tcdZtU8LTQHBW55BgP401Vc0LK6WBB/view?usp=share_link
6400cb2d182c676f7e4c0a4c,Python Practice Questions,,Python Practice  Set -2,sectionResource,,,,https://drive.google.com/file/d/1KTqO_etrU_vv2pLw_tSTj8v6VnWccUWn/view?usp=share_link
6400cd7d182c67cf834c0a5c,Python Practice Questions,,Python Practice  Set -3,sectionResource,,,,https://drive.google.com/file/d/1jjprPxTjLzPcPPhG2PZnlWJ-aV20pn3J/view?usp=share_link
6400cd99182c6714624c0a61,Python Practice Questions,,Python Practice  Set -4,sectionResource,,,,https://drive.google.com/file/d/1UB1g5MfyfhFmVzCZ8z4769fARR1IwiNs/view?usp=share_link
6400cdc4182c6733f44c0a67,Python Practice Questions,,Python Practice  Set -5,sectionResource,,,,https://drive.google.com/file/d/1kdJDtYQmyCdYkSTot6LhnY1tOXnxsUTd/view?usp=share_link
6400cdec182c6794f44c0a6c,Python Practice Questions,,Python Practice  Set -6,sectionResource,,,,https://drive.google.com/file/d/1BzYwKz0YGsvl-T1N9mr4_3amSlzCzDiB/view?usp=share_link
6400ce20182c6743cb4c0a72,Python Practice Questions,,Python Practice  Set -7,sectionResource,,,,https://drive.google.com/file/d/1uzP_jKV3ahVcBMsnHGKvSC0aoWtTt94V/view?usp=share_link
6400ce43182c67472c4c0a77,Python Practice Questions,,Python Practice  Set -8,sectionResource,,,,https://drive.google.com/file/d/1PCSLHIDehYugRfXmR8SWxsuiSxCPY2iq/view?usp=share_link
6400ce64182c673fe94c0a7c,Python Practice Questions,,Python Practice  Set -9,sectionResource,,,,https://drive.google.com/file/d/150pwT3M-AD4SIcJkWIkYuiQhArvXDCHz/view?usp=share_link
6400ce87182c6784d64c0a81,Python Practice Questions,,Python Practice  Set -10,sectionResource,,,,https://drive.google.com/file/d/1ufgFchXHq1cQU6wjufm2Qr36nu9VcvxM/view?usp=share_link
6400cea8182c677d754c0a86,Python Practice Questions,,Python Practice  Set -11,sectionResource,,,,https://drive.google.com/file/d/1louc6l41WuC5veMnFXedAiF5F3Ghl2r7/view?usp=share_link
6400d00b182c67894e4c0a92,Python Practice Solutions,,Python Practice Set-1,sectionResource,,,,https://drive.google.com/file/d/1X7kgMfJodJJKIhQPWkKp_L9yImNcmtcP/view?usp=share_link
6400d02a182c6750f64c0a97,Python Practice Solutions,,Python Practice Set-2,sectionResource,,,,https://drive.google.com/file/d/1mFUuRGKnay0fApPYW8Mph3GZb4Foj5Sy/view?usp=share_link
6400d04c182c67a2b94c0a9c,Python Practice Solutions,,Python Practice Set-3,sectionResource,,,,https://drive.google.com/file/d/1q3thPZcvX-svXMHnIla--FLDh8er-pOH/view?usp=share_link
6400d07a182c67eb5e4c0aa1,Python Practice Solutions,,Python Practice Set-4,sectionResource,,,,https://drive.google.com/file/d/1o6F3qJNjuj40XSTYKKovNEr9U9rB1AAW/view?usp=share_link
6400d09a182c6767594c0aa6,Python Practice Solutions,,Python Practice Set-5,sectionResource,,,,https://drive.google.com/file/d/1wzyqPsd4PXuqmIozieBMxo0yA4dtQXc0/view?usp=share_link
6400d0bc182c675dcd4c0aab,Python Practice Solutions,,Python Practice Set-6,sectionResource,,,,https://drive.google.com/file/d/1hhnTRhhYructlRdGJYBl8Yv-nQQ1Uv-q/view?usp=share_link
6400d0e8182c67d48c4c0ab0,Python Practice Solutions,,Python Practice Set-7,sectionResource,,,,https://drive.google.com/file/d/1C2-87zdD6K5JuoTKGZUoNcty4JYAq8AI/view?usp=share_link
6400d10f182c6742194c0ab5,Python Practice Solutions,,Python Practice Set-8,sectionResource,,,,https://drive.google.com/file/d/18X7DcoTLYy3eEEyeH0w9HY37KUag9aiz/view?usp=share_link
6400d133182c6769534c0aba,Python Practice Solutions,,Python Practice Set-9,sectionResource,,,,https://drive.google.com/file/d/1XELLrb2N_NSqlIFbYFs7k2wzXQ3VIBH_/view?usp=share_link
6400d163182c673a334c0abf,Python Practice Solutions,,Python Practice Set-10,sectionResource,,,,https://docs.google.com/document/d/1uGQa0_EcRxq7ATQQuWokNUZQn-JwoPrC/edit?usp=share_link&ouid=115906692185226574499&rtpof=true&sd=true
6400d186182c6752ca4c0afa,Python Practice Solutions,,Python Practice Set-11,sectionResource,,,,https://docs.google.com/document/d/10hbDkw5V1iiyuE5Ff_PyQOnjF7av-xek/edit?usp=share_link&ouid=115906692185226574499&rtpof=true&sd=true
